id,name,latitude,longitude,site_type_id,reference_sources,province,district,geonames_specific,geonames_province,wikidata_sameas,full_url
355,Tepeardi Hoyuk,38.21875,30.44185,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Alparslan,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/tepeardi-hoyuk
356,Buyuk und Kucuk Cataltepe,38.189733,30.353067,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Turkmen,https://www.geonames.org/10194285,https://www.geonames.org/317109,,https://luwianstudies.org/sites/buyuk-und-kucuk-cataltepe
357,Orenler Mevkii,38.133367,30.26885,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Akca,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/orenler-mevkii
358,Agillarin Onu Hoyuk (Kirin Uyuk),37.902867,29.895617,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Yuregil,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/agillarin-onu-hoyuk-kirin-uyuk
359,Sarikavak Hoyuk,37.875467,29.803483,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Sarikavak,https://www.geonames.org/10975579,https://www.geonames.org/747712,,https://luwianstudies.org/sites/sarikavak-hoyuk
360,Kusura Hoyuk,38.364853,30.224777,2,Lamb 1937; Lamb 1938,Afyonkarahisar,Kusura,https://www.geonames.org/318559,https://www.geonames.org/750269,,https://luwianstudies.org/sites/kusura-hoyuk
361,Yamanlar,38.224833,29.681817,2,Dedeoglu_2009; ttp://www.kulturportali.gov.tr/turkiye/genel/kulturenvanterisit/yamanlar-hoyugu,Denizli,Yamanlar,https://www.geonames.org/11963543,https://www.geonames.org/315202,,https://luwianstudies.org/sites/yamanlar
362,Hoyuk Mevkii,38.152805,29.614224,2,Abay and Dedeoglu 2005,Denizli,Yahyali,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/hoyuk-mevkii
363,Bademagaci Hoyuk,37.223248,30.497848,2,Gulsun_2003; Duru and Umurtak_2010; Duru and Umurtak_2011,Antalya,Dosemealti,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/bademagaci-hoyuk
364,Perge,36.968533,30.854317,2,Abbasoglu 2007; Martini 2010,Antalya,Barbaros,https://www.geonames.org/8227234,https://www.geonames.org/311046,,https://luwianstudies.org/sites/perge
365,Ozbek Iliksu ,38.395088,26.679327,2,Ersoy - Koparal 2016,Izmir,Urla,https://www.geonames.org/8632465,https://www.geonames.org/298299,,https://luwianstudies.org/sites/ozbek-iliksu
366,Seref Hoyuk/Komama,37.318517,30.334067,2,Becks and Polat Becks and Metin_2016; Ozsait_2007; Ozsait  and Ozsait_1996,Antalya,Korkuteli,https://www.geonames.org/311531,https://www.geonames.org/298299,,https://luwianstudies.org/sites/seref-hoyuk-komama
367,Koyunbeyli Hoyuk,38.58325,29.472583,2,Oy_2015,Usak,Koyunbeyli,https://www.geonames.org/321426,https://www.geonames.org/325303,,https://luwianstudies.org/sites/koyunbeyli-hoyuk
368,Kediyunu Hoyuk,38.657039,29.502551,2,Oy_2015,Usak,Kediyunu,https://www.geonames.org/7732716,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kediyunu-hoyuk
369,Hoyuk (Koyonu) Mevki ,38.381267,30.672267,2,Kocak_2014,Afyonkarahisar,Uzunpinar,https://www.geonames.org/12207212,https://www.geonames.org/325303,,https://luwianstudies.org/sites/hoyuk-koyonu-mevki
370,Pinarbasi Buyuk Hoyuk ,38.312067,30.732217,2,Kocak_2014,Afyonkarahisar,Kilinckaya,https://www.geonames.org/302986,https://www.geonames.org/322819,,https://luwianstudies.org/sites/pinarbasi-buyuk-hoyuk
371,Oynagan Mezarlik Hoyuk,38.30695,30.704,2,Kocak_2014,Afyonkarahisar,Oynagan,https://www.geonames.org/11963576,https://www.geonames.org/325303,,https://luwianstudies.org/sites/oynagan-mezarlik-hoyuk
372,Cafer Hoyuk,38.317083,30.61025,2,Kocak_2014,Afyonkarahisar,Karaadilli,,https://www.geonames.org/304184,,https://luwianstudies.org/sites/cafer-hoyuk
373,Kepir Hoyuk,38.325983,30.653833,2,Kocak_2014,Afyonkarahisar,Suhut,https://www.geonames.org/298722,https://www.geonames.org/322165,,https://luwianstudies.org/sites/kepir-hoyuk
374,Kulak Uyuk Mevkii ,38.380217,30.5892,2,Kocak_2014,Afyonkarahisar,Kulak,https://www.geonames.org/8227239,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kulak-uyuk-mevkii
375,Anayurt Mezarlik und Uyukler Mevkii ,38.458417,30.585967,2,Kocak_2014,Afyonkarahisar,Anayurt,https://www.geonames.org/8632577,https://www.geonames.org/325303,,https://luwianstudies.org/sites/anayurt-mezarlik-und-uyukler-mevkii
376,Boyali Hoyuk,38.259433,30.169,2,Kocak_2014,Afyonkarahisar,Kiziloren,https://www.geonames.org/316470,https://www.geonames.org/315202,,https://luwianstudies.org/sites/boyali-hoyuk
377,Ekinova Hoyuk Mevkii ,38.304667,30.178733,2,Kocak_2014,Afyonkarahisar,Ekinova,https://www.geonames.org/8632413,https://www.geonames.org/298299,,https://luwianstudies.org/sites/ekinova-hoyuk-mevkii
378,Kanlitas Hoyuk,39.697417,30.0829,2,Turkcan_2011; Turkcan_2015,Eskisehir,Asagi Kuzfindik,https://www.geonames.org/314038,https://www.geonames.org/743166,,https://luwianstudies.org/sites/kanlitas-hoyuk
379,Tymion,38.487418,29.431784,2,Lampe_2008; Lampe_2010,Usak,Sukraniye,https://www.geonames.org/12207245,https://www.geonames.org/322819,,https://luwianstudies.org/sites/tymion
380,Batak Degirmen ,41.627375,27.469577,2,http://www.kirklarelienvanteri.gov.tr/sitler.php?id=226; Beksac_2008,Kirklareli,Akarlar,https://www.geonames.org/411183,https://www.geonames.org/322165,,https://luwianstudies.org/sites/batak-degirmen
381,Yenidogan,37.728133,27.3922,,Lohmann_2006; Forer_1937,Aydin,Yenidogan,https://www.geonames.org/9889032,https://www.geonames.org/325303,,https://luwianstudies.org/sites/yenidogan
382,Bagcesmeler ,39.404963,26.950573,,Beksac_2004A,Balikesir,Agacik,https://www.geonames.org/9889137,https://www.geonames.org/325303,,https://luwianstudies.org/sites/bagcesmeler
383,Kucuktepe (Halilbeyli),37.767483,27.736283,7,Akdeniz_1997,Aydin,Halilbeyli,https://www.geonames.org/12207184,https://www.geonames.org/322819,,https://luwianstudies.org/sites/kucuktepe-halilbeyli
384,Golhisar Kalesi ,37.791747,27.914076,14,Akdeniz_1997,Aydin,Kozalakli,https://www.geonames.org/9888759,https://www.geonames.org/317109,,https://luwianstudies.org/sites/golhisar-kalesi
385,Manastir Mevkii Hoyuk,40.499067,27.48245,2,Gunsenin_1996,Balikesir,Avsa,https://www.geonames.org/306766,https://www.geonames.org/305268,,https://luwianstudies.org/sites/manastir-mevkii-hoyuk
386,Ortaca,39.265083,29.835333,2,Efe_1993,Kutahya,Ortaca,https://www.geonames.org/12207253,https://www.geonames.org/304184,,https://luwianstudies.org/sites/ortaca
387,Haydarlar,39.200806,29.986705,2,Efe_1993,Kutahya,Haydarlar,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/haydarlar
388,Kumbag Huyuk ,39.863867,30.496,2,Efe_1993,Eskisehir,Kozkayi,https://www.geonames.org/322692,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kumbag-huyuk
389,Oklubali Hoyuk ,39.826852,30.236726,2,Efe_1992,Eskisehir,Oklubali,https://www.geonames.org/319500,https://www.geonames.org/322819,,https://luwianstudies.org/sites/oklubali-hoyuk
390,Karayahsiler,38.223867,29.734233,2,Dedeoglu_2009,Denizli,Karayahsiler,https://www.geonames.org/12207184,https://www.geonames.org/750269,,https://luwianstudies.org/sites/karayahsiler
391,Karaca,38.194533,29.719617,2,Dedeoglu_2009,Denizli,Karayahsiler,https://www.geonames.org/7503211,https://www.geonames.org/311046,,https://luwianstudies.org/sites/karaca
392,Degirmen,38.175897,29.7634,2,Dedeoglu_2009,Denizli,Bekirli,https://www.geonames.org/7732344,https://www.geonames.org/749778,,https://luwianstudies.org/sites/degirmen
393,Deniz Hoyuk,38.214033,29.815567,2,Dedeoglu_2009,Denizli,Civril,https://www.geonames.org/298935,https://www.geonames.org/304827,,https://luwianstudies.org/sites/deniz-hoyuk
394,Incekoy Hoyuk,38.246267,29.7838,2,Dedeoglu_2009,Denizli,Incekoy,https://www.geonames.org/325491,https://www.geonames.org/750269,,https://luwianstudies.org/sites/incekoy-hoyuk
395,Seraserli Hoyuk,38.231249,29.801856,2,Dedeoglu_2009,Denizli,Seraserli,https://www.geonames.org/299427,https://www.geonames.org/317109,,https://luwianstudies.org/sites/seraserli-hoyuk
396,Savram Hoyuk,38.232114,29.777227,2,Dedeoglu_2009,Denizli,Incekoy,https://www.geonames.org/10346824,https://www.geonames.org/317109,,https://luwianstudies.org/sites/savram-hoyuk
397,Tuglu Hoyuk,38.252626,29.839599,2,Dedeoglu_2009,Denizli,Tuglu,https://www.geonames.org/10350637,https://www.geonames.org/304827,,https://luwianstudies.org/sites/tuglu-hoyuk
398,Kesilmis Hoyuk,38.2888,29.83755,2,Dedeoglu_2009,Denizli,Civril,https://www.geonames.org/741301,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kesilmis-hoyuk
399,Belence Hoyuk,38.625277,29.840337,2,Dedeoglu_2013,Usak,Cogurlu,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/belence-hoyuk
400,Gurpinar Hoyuk,38.401467,29.715767,2,Dedeoglu_2009,Denizli,Gurpinar,https://www.geonames.org/314698,https://www.geonames.org/322819,,https://luwianstudies.org/sites/gurpinar-hoyuk
401,Sulumenler Hoyuk,38.343923,29.669798,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/312686,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sulumenler-hoyuk
402,Kuyuyolu Hoyuk,38.330133,29.66225,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/324019,https://www.geonames.org/311046,,https://luwianstudies.org/sites/kuyuyolu-hoyuk
403,Cingenoren Hoyuk,38.32732,29.64791,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/8632415,https://www.geonames.org/322819,,https://luwianstudies.org/sites/cingenoren-hoyuk
404,Orucgazi Hoyuk,38.31375,29.63665,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/10375669,https://www.geonames.org/311046,,https://luwianstudies.org/sites/orucgazi-hoyuk
405,Kocainustu Hoyuk,38.196613,29.574237,2,Dedeoglu_2009,Denizli,Gomce,https://www.geonames.org/312752,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kocainustu-hoyuk
406,Sokmen  Hoyuk,38.251667,29.748333,2,Dedeoglu_2009,Denizli,Sokmen,https://www.geonames.org/301774,https://www.geonames.org/311046,,https://luwianstudies.org/sites/sokmen-hoyuk
407,Cukurkuyu Hoyuk,38.26508,29.811113,2,Dedeoglu_2009,Denizli,Karamanli,https://www.geonames.org/299438,https://www.geonames.org/317109,,https://luwianstudies.org/sites/cukurkuyu-hoyuk
408,Catal Hoyuk,38.232862,29.735046,2,Dedeoglu_2009,Denizli,Bulgurlar,https://www.geonames.org/299427,https://www.geonames.org/315202,,https://luwianstudies.org/sites/catal-hoyuk
409,Omer Hoyuk,38.2808,29.771683,2,Dedeoglu_2009,Denizli,Omerli,https://www.geonames.org/8632579,https://www.geonames.org/322819,,https://luwianstudies.org/sites/omer-hoyuk
410,Emirhisar-Yassi Hoyuk,38.268633,29.81835,2,Dedeoglu_2009,Denizli,Karamanli,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/emirhisar-yassi-hoyuk
411,Yakacik Hoyuk,38.243848,29.674803,2,Dedeoglu_2009,Denizli,Yamanlar,https://www.geonames.org/321623,https://www.geonames.org/304827,,https://luwianstudies.org/sites/yakacik-hoyuk
412,Ada Mevkii Hoyuk,38.193383,29.384133,2,Dedeoglu and Ozan and Konakci_2016,Denizli,Calkuyucak,https://www.geonames.org/305209,https://www.geonames.org/317109,https://www.wikidata.org/wiki/Q1142488,https://luwianstudies.org/sites/ada-mevkii-hoyuk
413,Baglica ,37.990317,29.628421,2,Dedeoglu and Ozan and Konakci_2016,Denizli,Balca,https://www.geonames.org/412929,https://www.geonames.org/311046,https://www.wikidata.org/wiki/Q3605584,https://luwianstudies.org/sites/baglica
414,Kirnabasi,38.053267,29.47805,7,Dedeoglu and Ozan and Konakci_2016,Denizli,Asagi Seyit,https://www.geonames.org/317409,https://www.geonames.org/325303,https://www.wikidata.org/wiki/Q6717939,https://luwianstudies.org/sites/kirnabasi
415,Sakizcilar Asaronu,38.025654,29.262747,7,Dedeoglu and Ozan and Konakci_2016,Denizli,Sakizcilar,https://www.geonames.org/324624,https://www.geonames.org/317109,https://www.wikidata.org/wiki/Q2462764,https://luwianstudies.org/sites/sakizcilar-asaronu
416,Gocuk Dumberek ,38.11905,29.208,2,Dedeoglu and Ozan and Konakci_2016,Denizli,Dagmarmara,https://www.geonames.org/252685,https://www.geonames.org/317109,https://www.wikidata.org/wiki/Q10777373,https://luwianstudies.org/sites/gocuk-dumberek
417,Suludereburnu,38.152997,29.427023,7,Dedeoglu and Konakci and Ozan_2015,Denizli,Cal,https://www.geonames.org/11361392,https://www.geonames.org/317109,https://www.wikidata.org/wiki/Q186373,https://luwianstudies.org/sites/suludereburnu
418,Cagilarasi,38.123513,29.393084,2,Dedeoglu and Konakci and Ozan_2015,Denizli,Hancalar,https://www.geonames.org/10375669,https://www.geonames.org/747711,https://www.wikidata.org/wiki/Q1318876,https://luwianstudies.org/sites/cagilarasi
419,Selcen Orenarasi,38.098184,29.36532,2,Dedeoglu and Konakci and Ozan_2015; Dedeoglu and Ozan_2016,Denizli,Selcen,https://www.geonames.org/739004,https://www.geonames.org/317109,,https://luwianstudies.org/sites/selcen-orenarasi
420,Ortakoy Asartepe,38.17365,29.301167,7,Dedeoglu and Konakci and Ozan_2015,Denizli,Ortakoy,https://www.geonames.org/738615,https://www.geonames.org/305268,,https://luwianstudies.org/sites/ortakoy-asartepe
421,Sazak Asartepe,38.090917,29.278467,7,Dedeoglu and Konakci and Ozan_2015,Denizli,Sazak,https://www.geonames.org/303349,https://www.geonames.org/311046,,https://luwianstudies.org/sites/sazak-asartepe
422,Sazak Oren,38.089579,29.291156,2,Dedeoglu and Konakci and Ozan_2015,Denizli,Sazak,https://www.geonames.org/305945,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sazak-oren
423,Igdelioglu ,38.07778,29.315491,2,Dedeoglu and Konakci and Ozan_2015,Denizli,Sazak,,,,https://luwianstudies.org/sites/igdelioglu
424,Callica,38.05755,29.452183,2,Dedeoglu and Konakci and Ozan_2015,Denizli,Asagi Seyit,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/callica
425,Hancalar Asarlik,38.125133,29.428117,2,Dedeoglu and Konakci and Ozan_2015,Denizli,Hancalar,,,,https://luwianstudies.org/sites/hancalar-asarlik
426,Sarikaya Tepe Yerlesimi,38.077657,29.730913,7,Dedeoglu and Konakci and Carki_2014,Denizli,Resadiye,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/sarikaya-tepe-yerlesimi
427,Sogutlucesme-Hasan Hoyuk,38.069367,29.770683,2,Dedeoglu and Konakci and Carki_2014,Denizli,Civril,https://www.geonames.org/318260,https://www.geonames.org/311046,,https://luwianstudies.org/sites/sogutlucesme-hasan-hoyuk
428,Goceler Hoyuk,38.392346,29.620799,7,Dedeoglu and Konakci and Carki_2014 and Konakci_2017,Denizli,Karalar,https://www.geonames.org/10262963,https://www.geonames.org/315202,,https://luwianstudies.org/sites/goceler-hoyuk
429,Dere Hoyuk,38.399467,29.643983,2,Dedeoglu and Konakci and Carki_2014,Denizli,Karalar,,,,https://luwianstudies.org/sites/dere-hoyuk
430,Orenler Yerlesimi,38.388033,29.6814,2,Dedeoglu and Konakci and Carki_2014,Denizli,Gurpinar,https://www.geonames.org/10228617,https://www.geonames.org/747712,,https://luwianstudies.org/sites/orenler-yerlesimi
431,Han Taslari Yerlesimi,38.319868,29.656813,2,Dedeoglu and Konakci and Carki_2014,Denizli,Karabedirler,https://www.geonames.org/302907,https://www.geonames.org/304827,,https://luwianstudies.org/sites/han-taslari-yerlesimi
432,Yuvakoy Hoyuk,38.313717,29.9073,2,Dedeoglu and Konakci and Carki_2014,Denizli,Yuva,,https://www.geonames.org/322819,,https://luwianstudies.org/sites/yuvakoy-hoyuk
433,Tokca Hoyuk,38.15711,29.786686,2,Dedeoglu and Konakci and Carki_2014,Denizli,Tokca,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/tokca-hoyuk
434,Razoglu Hoyuk,38.597333,27.906317,2,Roosevelt and Luke and Cobb and O'Grady and Sekedat_2014,Manisa,Golmarmara,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/razoglu-hoyuk
435,Ilimanli Hoyuk,38.446433,29.87035,2,Dedeoglu_2013,Denizli,Yukari Capak,https://www.geonames.org/303403,https://www.geonames.org/315202,,https://luwianstudies.org/sites/ilimanli-hoyuk
436,Kocaalan,38.443067,29.866433,2,Dedeoglu_2013,Denizli,Capak,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kocaalan
437,Kocakaya,38.4126,29.870917,2,Dedeoglu_2013,Denizli,Capak,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kocakaya
438,Asagi Asar Tepe,38.417083,29.87545,2,Dedeoglu_2013,Denizli,Osmankoy,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/asagi-asar-tepe
439,Cogurlu Pinar,38.403368,29.871993,2,Dedeoglu_2013,Denizli,Osmankoy,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/cogurlu-pinar
440,Osmankoy-Oren,38.3906,29.859283,2,Dedeoglu_2013,Denizli,Osmankoy,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/osmankoy-oren
441,Belkuyu Hoyuk,38.383917,29.81815,2,Dedeoglu_2013,Denizli,Belence,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/belkuyu-hoyuk
442,Belence Hoyuk,38.413017,29.840786,2,Dedeoglu_2013,Denizli,Belence,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/belence-hoyuk
443,Cesmebasi,38.329217,29.760033,2,Dedeoglu_2013,Denizli,Kocak,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/cesmebasi
444,Incilipinar,40.091609,28.480909,7,Aybek and Oz_2010,Bursa,Yavelli,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/incilipinar
445,Suluhoyuk,39.651169,30.808299,2,Efe and Perello_2016; Efe_1995,Eskisehir,Yahnikapan,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/suluhoyuk
446,Imisehir,39.690067,30.758217,2,Efe and Perello_2016; Efe_1995,Eskisehir,Imisehir,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/imisehir
447,Kayabasi/Inli,39.470017,30.218433,2,Efe_1990b; Efe and Perello_2016,Kutahya,Cobanlar,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/kayabasi-inli
448,Bahcehisar/Kandilli,39.834516,30.087969,2,"French_1969, no 322; Efe_1992",Eskisehir,Kandilli,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/bahcehisar-kandilli
449,Erenkoy 1,39.738867,30.040067,2,Efe and Perello_2016; Efe_1990b,Eskisehir,Erenkoy,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/erenkoy-1
450,Demircihoyuk,39.850248,30.270793,2,Efe and Perello_2016; Efe_1998; Efe_1992,Bilecik,Zemzemiye,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/demircihoyuk
451,Malatca,39.20195,30.337483,2,Efe and Perello_2016; Efe_1994,Kutahya,Demirozu,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/malatca
452,Saglar,39.180048,29.819072,2,Efe and Perello_2016; Efe_1993,Kutahya,Bezirgan,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/saglar
453,Parmakoren,39.452186,29.964673,2,Efe and Perello_2016; Efe_1991,Kutahya,Bolucek,https://www.geonames.org/322208,https://www.geonames.org/325303,,https://luwianstudies.org/sites/parmakoren
454,Gokhoyuk,40.383567,29.961333,7,Efe and Perello_2016; Efe et. Al._2014,Bilecik,Osmaneli,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/gokhoyuk
455,Yilik Hoyuk,40.267133,29.934333,2,Efe and Perello_2016; Aydin_1987; Efe_1992,Bilecik,Beyce,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/yilik-hoyuk
456,Aricklar/Aricaklar,40.281721,30.368618,,Efe and Perello_2016; Efe_1992,Bilecik,Ciftlik,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/aricklar-aricaklar
457,Palangatepe Hoyuk,40.112697,29.477588,2,,Bursa,Inegol,https://www.geonames.org/319473,https://www.geonames.org/311046,,https://luwianstudies.org/sites/palangatepe-hoyuk
458,Gavur Tepesi,39.801183,29.919298,7,Efe_1990,Bilecik,Dodurga,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/gavur-tepesi
459,Geren,38.6548,26.90535,7,Meric_1985 ,Izmir,Kemal Ataturk,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/geren
460,Kucuk Yamanlar,38.469468,27.119992,2,Meric_1986 ,Izmir,Emek,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/kucuk-yamanlar
461,Kumtepe (Sakaltepe),38.61805,27.103617,2,Meric_1985 ,Izmir,Yahselli,https://www.geonames.org/307419,https://www.geonames.org/322819,,https://luwianstudies.org/sites/kumtepe-sakaltepe
462,Yarentepe,38.260018,26.749436,2,Ersoy and Koparal_2008,Izmir,Kuscular,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/yarentepe
463,Kazankaya Tepesi,38.272367,26.610117,7,Ersoy and Koparal_2014,Izmir,Urla,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/kazankaya-tepesi
464,Banaz Hoyuk,38.749117,29.761917,2,Yilmaz_2019,Usak,Banaz,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/banaz-hoyuk
465,Yenice Hoyuk,38.712483,29.85925,2,Yilmaz_2019,Usak,Yenice,,https://www.geonames.org/745044,,https://luwianstudies.org/sites/yenice-hoyuk
466,Ayvacik Hoyuk,38.648161,29.817004,2,Oy_2017,Usak,Ahat,,https://www.geonames.org/256866,,https://luwianstudies.org/sites/ayvacik-hoyuk
467,Ciftlik Hoyuk,38.818417,29.9939,2,Oy_2017 and Yilmaz_2019,Usak,Ciftlik,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/ciftlik-hoyuk
468,Oksuz Hoyuk,38.698018,29.726424,2, Yilmaz_2019,Usak,Oksuz,,https://www.geonames.org/256866,,https://luwianstudies.org/sites/oksuz-hoyuk
469,Dumenler Hoyuk,38.84345,29.81545,2, Yilmaz_2019,Usak,Dumenler,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/dumenler-hoyuk
470,Bathonea,41.033568,28.733316,2,Aydingun_2015,Istanbul,Yarimburgaz,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/bathonea
471,Lesbos: Thermi  ,39.176824,26.503804,15,Lamb_1935; Spencer_1995,????????,?????? ??????,,https://www.geonames.org/311073,,https://luwianstudies.org/sites/lesbos-thermi
472,Lesbos: Chalatses-Perama  ,39.046067,26.5021,15,Spencer_1995,????????,??????,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/lesbos-chalatses-perama
473,Lesbos: Kourtir-Skamioudi ,39.129658,26.208695,15,Spencer_1995,???????? ??????? ??????????,???????? ??????? ??????????,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/lesbos-kourtir-skamioudi
474,Lesbos: Pyrrha-Achladeri ,39.150117,26.278867,15,Spencer_1995,???????? ??????? ??????????,???????? ??????? ??????????,,https://www.geonames.org/749780,,https://luwianstudies.org/sites/lesbos-pyrrha-achladeri
475,Lesbos: Obriokastro-Gabathas; ancient Antissa,39.28038,26.016235,15,Spencer_1995,Not found,?????????,,https://www.geonames.org/304827,,https://luwianstudies.org/sites/lesbos-obriokastro-gabathas-ancient-antissa
476,Lesbos-Methimna ,39.368383,26.177333,15,Spencer_1995,Not found,???????,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/lesbos-methimna
477,Chios-Emporio ,38.18655,26.02865,15,Mee_2008,Not found,?????????,,https://www.geonames.org/323777,,https://luwianstudies.org/sites/chios-emporio
478,Samos-Heraion ,37.671964,26.885868,15,Kouka_2015,???????? ??????? ???????????,?????,https://www.geonames.org/740759,https://www.geonames.org/325303,,https://luwianstudies.org/sites/samos-heraion
479,Patmos-Kastelli ,37.32965,26.540017,15,Hope Simpson and Dickinson_1979,Not found,?????,,,,https://luwianstudies.org/sites/patmos-kastelli
480,Leros-Kastro (Ayia Marina) ,37.156103,26.859369,15,Hope Simpson and Dickinson_1979,Not found,???? ??????,,,,https://luwianstudies.org/sites/leros-kastro-ayia-marina
481,Kalymnos-Perakastro (Chorio) ,36.967067,26.961117,15,Hope Simpson and Dickinson_1979,Not found,?????,https://www.geonames.org/298315,https://www.geonames.org/322819,,https://luwianstudies.org/sites/kalymnos-perakastro-chorio
482,Kos-Serayia (Chorio) ,36.888812,27.28669,15,Marketou_2010,???,???,https://www.geonames.org/321623,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kos-serayia-chorio
483,Astypalaia-Kastro (Ayios Ioannes) ,36.590483,26.425,15,Marketou_2010,Not found,???????????? ??????? ????????,https://www.geonames.org/9997422,https://www.geonames.org/317109,,https://luwianstudies.org/sites/astypalaia-kastro-ayios-ioannes
